date,ticker,name
2014-05-22,JD,"JD.com, Inc."
2014-05-22,SEMI,SunEdison Semiconductor Ltd
2014-05-23,AGRX,AGILE THERAPEUTICS INC
2014-05-23,HRTG,"Heritage Insurance Holdings, Inc."
2014-05-23,PE,Pioneer PE Holding LLC
2014-05-23,SDPI,"Superior Drilling Products, Inc."
2014-05-29,RESN,Resonant Inc
2014-06-06,ANET,"Arista Networks, Inc."
2014-06-06,RDUS,"Radius Health, Inc."
2014-06-12,MOBL,"MOBILEIRON, INC."
2014-06-12,NAO,HERMITAGE OFFSHORE SERVICES LTD.
2014-06-12,TSE,Trinseo PLC
2014-06-12,ZPIN,Zhaopin Ltd
2014-06-13,ABY,Atlantica Sustainable Infrastructure plc
2014-06-13,ASPN,ASPEN AEROGELS INC
2014-06-13,MRD,"Range Resources - Louisiana, Inc."
2014-06-18,CCS,"Century Communities, Inc."
2014-06-18,FELP,Foresight Energy LP
2014-06-18,PARN,Parnell Pharmaceuticals Holdings Ltd
2014-06-18,SGNL,"Viridian Therapeutics, Inc.\DE"
2014-06-18,VNOM,"VNOM Sub, Inc."
2014-06-18,ZSPH,"ZS Pharma, Inc."
2014-06-19,ARDX,"ARDELYX, INC."
2014-06-19,MRKT,IHS Markit Ltd.
2014-06-19,ZFGN,"Larimar Therapeutics, Inc."
2014-06-20,KITE,"Kite Pharma, Inc."
2014-06-24,XNET,Xunlei Ltd
2014-06-25,ADPT,Adeptus Health Inc.
2014-06-25,AMPH,"Amphastar Pharmaceuticals, Inc."
2014-06-25,MTLS,MATERIALISE NV
2014-06-26,GPRO,"GoPro, Inc."
2014-06-26,SERV,TERMINIX GLOBAL HOLDINGS INC
2014-06-26,TCPI,TCP International Holdings Ltd.
2014-06-27,MIK,"Michaels Companies, Inc."
2014-06-27,MOKO,Moko Social Media Ltd
2014-06-27,NEP,"XPLR Infrastructure, LP"
2014-07-01,NERV,"Minerva Neurosciences, Inc."
2014-07-02,GBIM,GLOBEIMMUNE INC
2014-07-09,CHTF,"DIGILITI MONEY GROUP, INC."
2014-07-16,IRMD,IRADIMED CORP
2014-07-17,CDNA,"CareDx, Inc."
2014-07-17,ROKA,"Sorrento Tech, Inc."
2014-07-18,GLOB,Globant S.A.
2014-07-18,SAGE,"Sage Therapeutics, Inc."
2014-07-18,TERP,"TerraForm Power NY Holdings, Inc."
2014-07-18,TRUP,"TRUPANION, INC."
2014-07-18,TUBE,TUBEMOGUL INC
2014-07-23,MTBC,"CareCloud, Inc."
2014-07-24,IMDZ,IMMUNE DESIGN CORP.
2014-07-24,PFNX,Pfenex Inc.
2014-07-24,TSQ,"Townsquare Media, Inc."
2014-07-24,XENT,"Intersect ENT, Inc."
2014-07-25,INNL,Innocoll AG
2014-07-25,LOCO,"El Pollo Loco Holdings, Inc."
2014-07-25,OCUL,"OCULAR THERAPEUTIX, INC"
2014-07-25,OEC,Orion S.A.
2014-07-25,WMS,"ADVANCED DRAINAGE SYSTEMS, INC."
2014-07-29,SPKE,"Via Renewables, Inc."
2014-07-30,WLKP,Westlake Chemical Partners LP
2014-07-31,AAVL,"Adverum Biotechnologies, Inc."
2014-07-31,CTLT,"Catalent, Inc."
2014-07-31,HQY,"HEALTHEQUITY, INC."
2014-07-31,MRNS,"MARINUS PHARMACEUTICALS, INC."
2014-07-31,ORPN,Enlivex Ltd.
2014-07-31,RIGP,Transocean Partners LLC
2014-07-31,SYF,Synchrony Financial
2014-08-01,FCB,"FCB FINANCIAL HOLDINGS, INC."
2014-08-01,LOXO,"Loxo Oncology, Inc."
2014-08-01,MBLY,Mobileye B.V.
2014-08-01,VTTI,VTTI Energy Partners LP
2014-08-06,EARS,Altamira Therapeutics Ltd.
2014-08-07,DSKY,iDreamSky Technology Ltd
2014-08-07,HMLP,Hoegh LNG Partners LP
2014-08-07,TTOO,"T2 Biosystems, Inc."
2014-08-08,GNBC,"Green Bancorp, Inc."
2014-08-08,ICD,"Independence Contract Drilling, Inc."
2014-08-08,RYI,Ryerson Holding Corp
2014-08-13,OTIC,"OTONOMY, INC."
2014-08-14,BNK,"C1 Financial, Inc."
2014-09-12,AFMD,Affimed N.V.
2014-09-12,RWLK,Lifeward Ltd.
2014-09-16,IFAN,"IFAN FINANCIAL, INC."
2014-09-17,CIVI,"Civitas Solutions, Inc."
2014-09-17,TKAI,"Eledon Pharmaceuticals, Inc."
2014-09-18,FOMX,Foamix Pharmaceuticals Ltd.
2014-09-19,BABA,Alibaba Group Holding Ltd
2014-09-23,AVAL,Grupo Aval Acciones Y Valores S.A.
2014-09-24,CFG,CITIZENS FINANCIAL GROUP INC/RI
2014-09-24,ICL,ICL Group Ltd.
2014-09-24,MDLY,MEDLEY MANAGEMENT INC.
2014-09-24,SFS,"Smart & Final Stores, Inc."
2014-09-24,VTAE,"Vitae Pharmaceuticals, Inc"
2014-09-25,CNNX,CNX Midstream Partners LP
2014-09-25,GWGH,"GWG Holdings, Inc."
2014-09-25,TVPT,Travelport Worldwide LTD
2014-10-01,VBLT,"Notable Labs, Ltd."
2014-10-02,AAC,"AAC Holdings, Inc."
2014-10-02,ATTO,Atento S.A.
2014-10-02,CALA,"Calithera Biosciences, Inc."
2014-10-02,JPEP,JP Energy Partners LP
2014-10-02,SMFI,"Gulf West Security Network, Inc."
2014-10-03,DERM,"Dermira, Inc."
2014-10-03,FMSA,"Bison Merger Sub I, LLC"
2014-10-03,YDLE,YODLEE INC
2014-10-08,TXHD,"Resonate Blends, Inc."
2014-10-09,GBSN,"Great Basin Scientific, Inc."
2014-10-09,HUBS,HUBSPOT INC
2014-10-09,MOLG,"MOL Global, Inc."
2014-10-09,OMAM,BrightSphere Investment Group plc
2014-10-09,USDP,USD Partners LP
2014-10-09,VBTX,"Veritex Holdings, Inc."
2014-10-10,DPLO,"Diplomat Pharmacy, Inc."
2014-10-10,PLAY,"Dave & Buster's Entertainment, Inc."
2014-10-15,DM,"Dominion Energy Midstream Partners, LP"
2014-10-15,FWP,Forward Pharma A/S
2014-10-15,GWB,"Great Western Bancorp, Inc."
2014-10-16,ATRA,"Atara Biotherapeutics, Inc."
2014-10-17,ZAYO,"Zayo Group Holdings, Inc."
2014-10-22,DBVT,DBV Technologies S.A.
2014-10-22,PRTO,"Protara Therapeutics, Inc."
2014-10-29,SHLX,"Shell Midstream Partners, L.P."
2014-10-29,SIEN,"PROJECT SAGE OLDCO, INC."
2014-10-29,SIGL,SIGNAL ADVANCE INC
2014-10-30,BOOT,"Boot Barn Holdings, Inc."
2014-10-30,FSAM,Fifth Street Asset Management Inc.
2014-11-03,SNC,"State National Companies, Inc."
2014-11-05,AM,Antero Midstream Partners LP
2014-11-05,XENE,Xenon Pharmaceuticals Inc.
2014-11-06,CHRS,"Coherus Oncology, Inc."
2014-11-06,NVRO,NEVRO CORP
2014-11-06,UPLD,"Upland Software, Inc."
2014-11-07,FRPT,"Freshpet, Inc."
2014-11-07,TBK,"Triumph Financial, Inc."
2014-11-11,JYNT,JOINT Corp
2014-11-12,AXTA,Axalta Coating Systems Ltd.
2014-11-13,CAPN,SOLENO THERAPEUTICS INC
2014-11-13,NAP,Navios Maritime Midstream Partners LP
2014-11-13,PRAH,"PRA Health Sciences, Inc."
2014-11-13,SKYS,"Sky Solar Holdings, Ltd."
2014-11-14,FGEN,"KYNTRA BIO, INC."
2014-11-14,LMRK,Landmark Infrastructure Partners LP
2014-11-14,NDRM,NeuroDerm Ltd.
2014-11-14,VA,Virgin America Inc.
2014-11-18,EHIC,eHi Car Services Ltd
2014-11-19,EYES,"Vivani Medical, Inc."
2014-11-19,PGRE,"Paramount Group, Inc."
2014-11-20,CNV,Cnova N.V.
2014-11-20,HABT,"Habit Restaurants, Inc."
2014-11-20,NEOT,"Evofem Biosciences, Inc."
2014-11-21,NEFF,Neff Corp
2014-11-21,SKIS,Peak Resorts Inc
2014-12-03,HSGX,"Ocugen, Inc."
2014-12-11,LC,LendingClub CORP
2014-12-11,MOMO,Hello Group Inc.
2014-12-12,AVOL,Avolon Holdings Ltd
2014-12-12,HDP,"Hortonworks, Inc."
2014-12-12,MPG,Metaldyne Performance Group Inc.
2014-12-12,WK,WORKIVA INC
2014-12-17,ONDK,"On Deck Capital, Inc."
2014-12-17,RMP,Rice Midstream Partners LP
2014-12-18,BLCM,"BELLICUM PHARMACEUTICALS, INC"
2014-12-19,JUNO,"Juno Therapeutics, Inc."
2015-01-16,ICBK,"County Bancorp, Inc."
2015-01-16,PN,"Patriot National, Inc."
2015-01-23,BOX,BOX INC
2015-01-23,EURN,CMB.TECH NV
2015-01-27,ZSAN,Zosano Pharma Corp
2015-01-28,ASND,Ascendis Pharma A/S
2015-01-29,ENTL,ENTELLUS MEDICAL INC
2015-01-29,FLKS,Decoy Therapeutics Inc.
2015-01-29,LENS,Presbia PLC
2015-01-30,ONCE,"Spark Therapeutics, Inc."
2015-01-30,SHAK,Shake Shack Inc.
2015-01-30,TCON,"Tracon Pharmaceuticals, Inc."
2015-02-05,NVET,Nexvet Biopharma plc
2015-02-06,CPPL,Columbia Pipeline Partners LP
2015-02-06,DEA,"Easterly Government Properties, Inc."
2015-02-12,INOV,"Inovalon Holdings, Inc."
2015-02-12,NVTA,InVitae Corp
2015-02-13,AJX,Rithm Property Trust Inc.
2015-02-13,BLPH,"Bellerophon Therapeutics, Inc."
2015-02-13,EYEG,KIORA PHARMACEUTICALS INC
2015-02-18,ITEK,"ROCKET PHARMACEUTICALS, INC."
2015-02-19,RISE,Amplify Commodity Trust
2015-02-20,TONS,WisdomTree Coal Fund
2015-02-27,INQD,Indoor Harvest Corp
2015-03-05,SMMT,Summit Therapeutics Inc.
2015-03-06,MXPT,"MaxPoint Interactive, Inc."
2015-03-12,SUM,"Summit Materials, Inc."
2015-03-19,NCOM,National Commerce Corp
2015-03-20,STDY,SteadyMed Ltd.
2015-03-24,TANH,TANTECH HOLDINGS LTD
2015-03-25,CLLS,Cellectis S.A.
2015-03-26,FSB,Franklin Financial Network Inc.
2015-03-26,SEDG,"SOLAREDGE TECHNOLOGIES, INC."
2015-03-27,JCAP,"Jernigan Capital, Inc."
2015-04-01,GDDY,GoDaddy Inc.
2015-04-02,KRNT,Kornit Digital Ltd.
2015-04-08,WOWO,Chaince Digital Holdings Inc.
2015-04-09,CBYL,"KalVista Pharmaceuticals, Inc."
2015-04-15,ADRO,"CHINOOK THERAPEUTICS, INC."
2015-04-15,CDTX,"Cidara Therapeutics, Inc."
2015-04-15,XBIT,XBiotech Inc.
2015-04-16,ETSY,ETSY INC
2015-04-16,KMPH,"ZEVRA THERAPEUTICS, INC."
2015-04-16,PRTY,Party City Holdco Inc.
2015-04-16,VIRT,"Virtu Financial, Inc."
2015-04-23,NSA,National Storage Affiliates Trust
2015-04-24,APIC,Apigee Corp
2015-04-29,AAPC,Atlantic Alliance Partnership Corp.
2015-04-29,EVA,"Enviva, LLC"
2015-04-29,VKTX,"Viking Therapeutics, Inc."
2015-04-30,BPMC,Blueprint Medicines Corp
2015-05-01,BSM,"Black Stone Minerals, L.P."
2015-05-05,OPGN,CapForce Inc.
2015-05-06,ADAP,Adaptimmune Therapeutics PLC
2015-05-06,CLCD,"CoLucid Pharmaceuticals, Inc."
2015-05-06,HTGM,"HTG MOLECULAR DIAGNOSTICS, INC"
2015-05-07,COLL,"COLLEGIUM PHARMACEUTICAL, INC"
2015-05-07,LIFE,aTYR PHARMA INC
2015-05-07,TEGP,"Tallgrass Energy, LP"
2015-05-08,BOJA,"Bojangles', Inc."
2015-05-12,BVXV,Scinai Immunotherapeutics Ltd.
2015-05-12,EQGP,"EQGP Holdings, LP"
2015-05-13,JAGX,"Jaguar Health, Inc."
2015-05-14,FENX,"Fenix Parts, Inc."
2015-05-14,GLPG,Lakefront Biotherapeutics NV
2015-05-15,FTAI,FTAI Aviation Ltd.
2015-05-15,RKDA,"Arcadia Biosciences, Inc."
2015-05-19,CDRB,Code Rebel Corp
2015-05-20,BKFS,"Black Knight, Inc."
2015-05-21,BZUN,Baozun Inc.
2015-05-21,CHCT,Community Healthcare Trust Inc
2015-05-21,PGND,"Press Ganey Holdings, Inc."
2015-05-21,SHOP,SHOPIFY INC.
2015-06-04,PTXP,"PennTex Midstream Partners, LP"
2015-06-05,DTEA,DAVIDsTEA Inc.
2015-06-05,EVH,"Evolent Health, Inc."
2015-06-05,GI,"EndoChoice Holdings, Inc."
2015-06-10,WWRB,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd."
2015-06-11,AXON,Sio Gene Therapies Inc.
2015-06-11,BITI,Biotie Therapies Corp.
2015-06-11,PUB,Altabancorp
2015-06-12,WING,Wingstop Inc.
2015-06-15,IVTY,"Invuity, Inc."
2015-06-17,NVLS,"ALPINE IMMUNE SCIENCES, INC."
2015-06-18,FIT,"FITBIT, INC."
2015-06-19,CAFD,8point3 Energy Partners LP
2015-06-19,CYAD,Celyad Oncology SA
2015-06-19,FOGO,"Fogo de Chao, Inc."
2015-06-19,MB,"MINDBODY, Inc."
2015-06-25,CATB,"Astria Therapeutics, Inc."
2015-06-25,GKOS,GLAUKOS Corp
2015-06-25,GNRT,Euronav MI II Inc.
2015-06-25,LNTH,"Lantheus Holdings, Inc."
2015-06-25,MCRN,Milacron Holdings Corp.
2015-06-26,ALRM,"Alarm.com Holdings, Inc."
2015-06-26,APPF,APPFOLIO INC
2015-06-26,GPP,Green Plains Partners LP
2015-06-26,MCRB,"Seres Therapeutics, Inc."
2015-06-26,XTLY,Xactly Corp
2015-06-26,YECO,Yulong Eco-Materials Ltd
2015-07-01,CFMS,ConforMIS Inc
2015-07-01,CNXC,CONSOL Coal Resources LP
2015-07-01,TDOC,"Teladoc Health, Inc."
2015-07-01,UFAB,"Unique Fabricating, Inc."
2015-07-02,NTRA,"Natera, Inc."
2015-07-07,HLG,Hailiang Education Group Inc.
2015-07-16,CHMA,"CHIASMA, INC"
2015-07-16,DNAI,"Sierra Oncology, Inc."
2015-07-16,JP,Jupai Holdings Ltd
2015-07-16,OLLI,"Ollie's Bargain Outlet Holdings, Inc."
2015-07-17,MCFT,"MasterCraft Boat Holdings, Inc."
2015-07-17,OOMA,OOMA INC
2015-07-17,RPD,"Rapid7, Inc."
2015-07-22,BUFF,"Blue Buffalo Pet Products, Inc."
2015-07-23,LOB,"Live Oak Bancshares, Inc."
2015-07-23,NEOS,"Neos Therapeutics, Inc."
2015-07-28,NK,"ImmunityBio, Inc."
2015-07-30,VTVT,vTv Therapeutics Inc.
2015-07-31,AQMS,"Aqua Metals, Inc."
2015-07-31,GLBL,"TERRAFORM GLOBAL, INC."
2015-07-31,XELB,"XCel Brands, Inc."
2015-08-04,NTEC,Intec Pharma Ltd.
2015-08-05,RUN,SunRun Inc.
2015-08-05,ZYNE,"Zynerba Pharmaceuticals, Inc."
2015-08-06,AIMT,"Aimmune Therapeutics, Inc."
2015-08-06,PLNT,"Planet Fitness, Inc."
2015-08-12,GBT,"Global Blood Therapeutics, Inc."
2015-08-13,HLI,"HOULIHAN LOKEY, INC."
2015-08-18,BNTC,Benitec Biopharma LTD/ADR
2015-09-17,RGNX,REGENXBIO Inc.
2015-09-18,NBRV,Nabriva Therapeutics Plc
2015-09-18,PEN,Penumbra Inc
2015-10-01,EDGE,PDS Biotechnology Corp
2015-10-01,MIRN,"SYNLOGIC, INC."
2015-10-01,PFGC,Performance Food Group Co
2015-10-01,SGRY,"Surgery Partners, Inc."
2015-10-07,ACRS,"Aclaris Therapeutics, Inc."
2015-10-07,PSTG,"Everpure, Inc."
2015-10-08,ABTX,"Allegiance Bancshares, Inc."
2015-10-08,CTMX,"CytomX Therapeutics, Inc."
2015-10-09,PMTS,CPI Card Group Inc.
2015-10-15,FDC,FIRST DATA CORP
2015-10-16,SBBP,Strongbridge Biopharma plc
2015-10-20,AFCO,American Farmland Co
2015-10-21,RACE,Ferrari N.V.
2015-10-21,TLLT,"XSport Global, Inc."
2015-10-22,DMTX,"Dimension Therapeutics, Inc."
2015-10-22,MPSX,Multi Packaging Solutions International Ltd
2015-10-23,OASM,VIVESTO AB
2015-10-27,IOTS,ADESTO TECHNOLOGIES Corp
2015-10-29,MYOK,"MyoKardia, Inc."
2015-11-04,FORK,FULING GLOBAL INC.
2015-11-05,KURA,"Kura Oncology, Inc."
2015-11-11,AAAP,Advanced Accelerator Applications S.A.
2015-11-11,EQBK,EQUITY BANCSHARES INC
2015-11-11,WVE,Wave Life Sciences Ltd.
2015-11-12,XCOM,"XTERA COMMUNICATIONS, INC."
2015-11-13,INST,INSTRUCTURE INC
2015-11-13,MESO,MESOBLAST LTD
2015-11-19,AXSM,"Axsome Therapeutics, Inc."
2015-11-19,MIME,Mimecast Ltd
2015-11-19,MTCH,"Match Group Holdings II, LLC"
2015-11-19,SQ,"Block, Inc."
2015-11-20,DLTH,DULUTH HOLDINGS INC.
2015-11-20,KTOV,PURPLE BIOTECH LTD.
2015-12-10,TEAM,Atlassian Corp
2015-12-18,YRD,Yiren Digital Ltd.
2015-12-21,CCRC,"China Customer Relations Centers, Inc."
2016-02-03,BGNE,BeOne Medicines Ltd.
2016-02-03,EDIT,"Editas Medicine, Inc."
2016-02-11,AVXS,"AveXis, Inc."
2016-02-11,PTI,"KINETA, INC./DE"
2016-03-03,SNDX,Syndax Pharmaceuticals Inc
2016-03-17,HCM,HUTCHMED (China) Ltd
2016-03-18,SENS,"Senseonics Holdings, Inc."
2016-03-23,CRVS,"Corvus Pharmaceuticals, Inc."
2016-04-06,DTSS,DATASEA INC.
2016-04-07,AGLE,"Spyre Therapeutics, Inc."
2016-04-20,MGP,MGM Growth Properties LLC
2016-04-21,ARA,"American Renal Associates Holdings, Inc."
2016-04-22,SCWX,SecureWorks Corp
2016-04-27,YIN,Yintech Investment Holdings Ltd
2016-04-28,GWRS,"Global Water Resources, Inc."
2016-05-06,NTLA,"Intellia Therapeutics, Inc."
2016-05-06,SBPH,"F-star Therapeutics, Inc."
2016-05-11,TPB,"Turning Point Brands, Inc."
2016-05-12,SITE,"SiteOne Landscape Supply, Inc."
2016-05-13,ACIA,"Acacia Communications, Inc."
2016-05-18,PLSE,"PULSE BIOSCIENCES, INC."
2016-05-18,PZRX,"PHASERX, INC."
2016-05-19,MRUS,Merus N.V.
2016-05-19,RGNP,"Sigyn Therapeutics, Inc."
2016-05-19,SUPV,Grupo Supervielle S.A.
2016-05-24,MSBI,"Midland States Bancorp, Inc."
2016-05-26,COTV,"Cotiviti Holdings, Inc."
2016-05-26,GMS,GMS Inc.
2016-05-26,RETA,REATA PHARMACEUTICALS INC
2016-05-26,USFD,US Foods Holding Corp.
2016-06-02,CLSD,"Clearside Biomedical, Inc."
2016-06-02,MBRX,"Moleculin Biotech, Inc."
2016-06-02,NH,"NantHealth, Inc."
2016-06-10,COE,51Talk Online Education Group
2016-06-14,VIVE,"VIVEVE MEDICAL, INC."
2016-06-16,PBNC,Paragon Commercial CORP
2016-06-22,SELB,"Cartesian Therapeutics, Inc."
2016-06-23,TWLO,TWILIO INC
2016-06-29,GMRE,Chiron Real Estate Inc.
2016-06-30,SYRS,"Syros Pharmaceuticals, Inc."
2016-07-08,MSDI,"9 METERS BIOPHARMA, INC."
2016-07-14,LN,LINE Corp
2016-07-15,APFH,"AdvancePierre Foods Holdings, Inc."
2016-07-20,BOLD,"Audentes Therapeutics, Inc."
2016-07-21,PI,IMPINJ INC
2016-07-21,PTHN,Patheon N.V.
2016-07-22,TPIC,"TPI COMPOSITES, INC"
2016-07-27,KDMN,"Kadmon Holdings, Inc."
2016-07-28,KNSL,"Kinsale Capital Group, Inc."
2016-07-28,TCMD,TACTILE SYSTEMS TECHNOLOGY INC
2016-07-29,APOP,"Quoin Pharmaceuticals, Ltd."
2016-07-29,LTEA,Long Blockchain Corp.
2016-07-29,TLND,Talend S.A.
2016-08-04,FHB,"FIRST HAWAIIAN, INC."
2016-08-04,HOME,At Home Group Inc.
2016-08-05,GEMP,MetaVia Inc.
2016-08-11,MEDP,"Medpace Holdings, Inc."
2016-08-11,PTGX,"Protagonist Therapeutics, Inc"
2016-08-12,AIRG,AIRGAIN INC
2016-09-15,NBLX,Noble Midstream Partners LP
2016-09-16,EVBG,"EVERBRIDGE, INC."
2016-09-16,FBK,FB Financial Corp
2016-09-16,NTB,Bank of N.T. Butterfield & Son Ltd
2016-09-19,BGFT,Lord Global Corp
2016-09-21,NOVN,"NVN Liquidation, Inc."
2016-09-21,TTD,"Trade Desk, Inc."
2016-09-22,ELF,"e.l.f. Beauty, Inc."
2016-09-23,APTI,Apptio Inc
2016-09-23,GSUM,Gridsum Holding Inc.
2016-09-23,VVV,VALVOLINE INC
2016-09-28,TYHT,"SHINECO, INC."
2016-09-29,FLGT,"Fulgent Genetics, Inc."
2016-09-29,MRT,"MedEquities Realty Trust, Inc."
2016-09-29,TRHC,"Tabula Rasa HealthCare, Inc."
2016-09-30,NTNX,"Nutanix, Inc."
2016-10-06,AMMA,SCWorx Corp.
2016-10-06,OBLN,"Vyome Holdings, Inc"
2016-10-06,WAAS,AquaVenture Holdings Ltd
2016-10-07,CWH,"Camping World Holdings, Inc."
2016-10-07,MRAM,EVERSPIN TECHNOLOGIES INC.
2016-10-11,AZRX,GridAI Technologies Corp.
2016-10-12,AZRE,Azure Power Global Ltd
2016-10-12,XOG,"Extraction Oil & Gas, Inc."
2016-10-14,TUSK,"MAMMOTH ENERGY SERVICES, INC."
2016-10-19,CRSP,CRISPR Therapeutics AG
2016-10-20,FRTA,"Forterra, Inc."
2016-10-20,IRTC,"iRhythm Holdings, Inc."
2016-10-26,RARX,"Ra Pharmaceuticals, Inc."
2016-10-27,MYOV,Myovant Sciences Ltd.
2016-10-27,ZTO,ZTO Express (Cayman) Inc.
2016-10-28,BL,"BLACKLINE, INC."
2016-10-28,GOLF,Acushnet Holdings Corp.
2016-10-28,QTNA,"ON Semiconductor Connectivity Solutions, Inc."
2016-11-02,GDS,GDS Holdings Ltd
2016-11-04,SND,"Smart Sand, Inc."
2016-11-18,MTFB,Motif Bio plc
2016-12-07,POLA,"Polar Power, Inc."
2016-12-08,SNES,"SenesTech, Inc."
2016-12-09,ATH,Athene Holding Ltd.
2016-12-14,WRD,"Brazos Valley Longhorn, L.L.C."
2016-12-15,TIG,TiGenix NV
2016-12-16,TRVG,trivago N.V.
2016-12-27,HEBT,AIOS Tech Inc.
2017-01-20,FRAC,NEXTIER OILFIELD SOLUTIONS INC.
2017-01-26,ANAB,"ANAPTYSBIO, INC"
2017-01-26,OBSV,ObsEva SA
2017-01-27,JAG,Jagged Peak Energy Inc.
2017-01-27,JELD,"JELD-WEN Holding, Inc."
2017-01-27,JNCE,"Jounce Therapeutics, Inc."
2017-01-27,REVG,"REV Group, Inc."
2017-02-01,INVH,Invitation Homes Inc.
2017-02-03,KRP,"Kimbell Royalty Partners, LP"
2017-02-03,METC,"Ramaco Resources, Inc."
2017-02-10,FBM,"Foundation Building Materials, Inc."
2017-03-01,HLNE,Hamilton Lane INC
2017-03-02,SNAP,Snap Inc
2017-03-09,BYSI,BeyondSpring Inc.
2017-03-09,JILL,"J.Jill, Inc."
2017-03-10,PSDO,"Presidio, Inc."
2017-03-15,ARD,Ardagh Group S.A.
2017-03-17,MULE,"MULESOFT, INC"
2017-03-17,PUMP,ProPetro Holding Corp.
2017-03-22,TRPX,SciSparc Ltd.
2017-03-23,VLRX,Valeritas Holdings Inc.
2017-03-24,AYX,"Alteryx, Inc."
2017-04-05,HESM,Hess Midstream Operations LP
2017-04-06,ELVT,"Elevate Credit, Inc."
2017-04-07,OKTA,"Okta, Inc."
2017-04-12,NETS,Netshoes (Cayman) Ltd.
2017-04-13,CADE,Cadence Bancorporation
2017-04-13,HCC,"WARRIOR MET COAL, INC."
2017-04-13,TOCA,"Forte Biosciences, Inc."
2017-04-13,YEXT,"Yext, Inc."
2017-04-26,CATS,"Ontrak, Inc."
2017-04-27,FND,"Floor & Decor Holdings, Inc."
2017-04-27,VRNA,Verona Pharma plc
2017-04-28,CVNA,CARVANA CO.
2017-04-28,EEX,"Emerald Holding, Inc."
2017-04-28,NCSM,"NCS Multistage Holdings, Inc."
2017-04-28,XRF,SOS Ltd
2017-04-28,ZYME,Zymeworks BC Inc.
2017-05-04,AMGP,Antero Midstream Corp
2017-05-04,BHVN,Biohaven Pharmaceutical Holding Co Ltd.
2017-05-04,URGN,UroGen Pharma Ltd.
2017-05-05,KREF,KKR Real Estate Finance Trust Inc.
2017-05-05,OVID,Ovid Therapeutics Inc.
2017-05-09,GNTY,GUARANTY BANCSHARES INC /TX/
2017-05-10,FPH,"Five Point Holdings, LLC"
2017-05-12,ASV,"ASV HOLDINGS, INC."
2017-05-12,GDI,Ingersoll Rand Inc.
2017-05-12,SOI,"Solaris Energy Infrastructure, Inc."
2017-05-12,VERI,"Veritone, Inc."
2017-05-17,GTHX,"G1 Therapeutics, Inc."
2017-05-18,ARGX,ARGENX SE
2017-05-24,SGH,"Penguin Solutions, Inc."
2017-05-25,APPN,APPIAN CORP
2017-06-07,SSTI,"SOUNDTHINKING, INC."
2017-06-09,IMRN,Immuron Ltd
2017-06-09,PLYM,"Plymouth Industrial REIT, Inc."
2017-06-14,ATNX,"Athenex, Inc."
2017-06-15,ADOM,"Envirotech Vehicles, Inc."
2017-06-16,BOMN,BOSTON OMAHA Corp
2017-06-22,ATUS,"Optimum Communications, Inc."
2017-06-22,SAFE,Safehold Inc. /MD
2017-06-22,SGBX,OLENOX INDUSTRIES INC.
2017-06-23,GPMT,Granite Point Mortgage Trust Inc.
2017-06-27,ATXI,"AVENUE THERAPEUTICS, INC."
2017-06-27,ESQ,"Esquire Financial Holdings, Inc."
2017-06-28,MRSN,"Mersana Therapeutics, Inc."
2017-06-29,ALRN,"Rein Therapeutics, Inc."
2017-06-29,APRN,"Blue Apron Holdings, Inc."
2017-06-29,DOVA,Dova Pharmaceuticals Inc.
2017-06-30,BY,"BYLINE BANCORP, INC."
2017-07-12,CODX,"Co-Diagnostics, Inc."
2017-07-14,AKCA,"AKCEA THERAPEUTICS, INC."
2017-07-20,CLXT,"Cibus, Inc."
2017-07-20,KALA,"KALA BIO, Inc."
2017-07-20,TRTX,"TPG RE Finance Trust, Inc."
2017-07-20,USOD,USCF Funds Trust
2017-07-21,PETQ,"PetIQ, Inc."
2017-07-26,RBB,RBB Bancorp
2017-07-27,SNNA,"Sienna Biopharmaceuticals, Inc."
2017-07-28,NEWA,"Newater Technology, Inc."
2017-07-28,RDFN,Redfin CORP
2017-08-02,CMTA,Clementia Pharmaceuticals Inc.
2017-08-08,CIFS,"Freight Technologies, Inc."
2017-08-09,ZEAL,Zealand Pharma A/S
2017-08-11,YOGA,"YogaWorks, Inc."
2017-08-18,CSSE,"Chicken Soup for the Soul Entertainment, Inc."
2017-09-01,ZKIN,"ZK International Group Co., Ltd."
2017-09-14,TRMT,Tremont Mortgage Trust
2017-09-20,BSTI,BEST Inc.
2017-09-20,CELC,Celcuity Inc.
2017-09-20,DESP,"Despegar.com, Corp."
2017-09-20,KRYS,"Krystal Biotech, Inc."
2017-09-20,ZLAB,Zai Lab Ltd
2017-09-21,OMP,Oasis Midstream Partners LP
2017-09-21,PETZ,"TDH Holdings, Inc."
2017-09-22,SECO,Secoo Holding Ltd
2017-09-27,RYB,"Mynd.ai, Inc."
2017-09-28,DCPH,"Deciphera Pharmaceuticals, Inc."
2017-09-28,NCNA,NuCana plc
2017-09-28,NITE,Nightstar Therapeutics plc
2017-09-29,PQG,Ecovyst Inc.
2017-10-05,RYTM,"RHYTHM PHARMACEUTICALS, INC."
2017-10-06,SWCH,"Switch, Inc."
2017-10-12,CARG,"CarGurus, Inc."
2017-10-12,KIDS,ORTHOPEDIATRICS CORP
2017-10-13,OPTN,"OptiNose, Inc."
2017-10-18,QD,High Templar Tech Ltd
