date,ticker,name
2017-10-19,MDB,"MongoDB, Inc."
2017-10-19,RMBL,"RideNow Group, Inc."
2017-10-19,SE,Sea Ltd
2017-10-20,LYL,Metalpha Technology Holding Ltd
2017-10-23,FAT,"Fat Brands, Inc"
2017-10-25,ABLX,Ablynx NV
2017-10-26,BPMP,BP Midstream Partners LP
2017-10-26,EYE,"National Vision Holdings, Inc."
2017-10-27,FSCT,"FORESCOUT TECHNOLOGIES, INC"
2017-10-27,MBIN,Merchants Bancorp
2017-10-27,NEXA,Nexa Resources S.A.
2017-11-01,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima
2017-11-02,ALNA,"Allena Pharmaceuticals, Inc."
2017-11-02,AQUA,Evoqua Water Technologies Corp.
2017-11-02,FNKO,"Funko, Inc."
2017-11-02,SPRO,"Spero Therapeutics, Inc."
2017-11-03,AQ,AQUANTIA CORP
2017-11-03,HX,Akso Health Group
2017-11-08,CBTX,"Stellar Bancorp, Inc."
2017-11-08,IFRX,InflaRx N.V.
2017-11-08,MCB,Metropolitan Bank Holding Corp.
2017-11-09,APLS,"Apellis Pharmaceuticals, Inc."
2017-11-09,SOGO,SOGOU INC.
2017-11-10,BAND,Bandwidth Inc.
2017-11-10,ERYP,PHAXIAM Therapeutics S.A.
2017-11-10,PPDF,FinVolution Group
2017-11-15,SEND,"SendGrid, Inc."
2017-11-16,ASNS,"X4 Pharmaceuticals, Inc"
2017-11-16,JT,Jianpu Technology Inc.
2017-11-17,AMRH,"Enveric Biosciences, Inc."
2017-11-17,BXG,BLUEGREEN VACATIONS CORP
2017-11-17,LEVB,"cbdMD, Inc."
2017-11-17,SAIL,"Sailpoint Technologies Holdings, Inc."
2017-11-17,SBT,"Sterling Bancorp, Inc."
2017-11-17,SCPH,scPharmaceuticals Inc.
2017-11-17,SFIX,"Stitch Fix, Inc."
2017-11-29,RETO,"ReTo Eco-Solutions, Inc."
2017-11-30,BOXL,Boxlight Corp
2017-12-07,CURO,CURO Group Holdings Corp.
2017-12-07,ODT,"Odonate, Inc."
2017-12-07,QTRX,Quanterix Corp
2017-12-08,DNLI,Denali Therapeutics Inc.
2017-12-08,LBC,Luther Burbank Corp
2017-12-15,CASA,Casa Systems Inc
2017-12-15,NMRK,"NEWMARK GROUP, INC."
